356,1637+100+100,200,80,0,infodraw_off_btn

15,1889+110+120+100-257,600,325+200,0,pt_option_frame_area
79,2090+110+120+100-257,200,80,0,reinforcement_default_btn
362,2090+110+120+100-257,200,80,0,reinforcement_select_btn
73,2040+110+120+100-257,399,40,32,reinforcement_option_title
41,1963+110+120+100-257,561,87,24,pt_option_text
79,2252+110+120+100-257,200,80,0,arenaPt_default_btn
362,2252+110+120+100-257,200,80,0,arenaPt_select_btn
73,2204+110+120+100-257,399,40,32,arenaPt_option_title
41,1915+110+120+100-257,462,48,40,pt_option_title
263,2191+110+120+100-257,399,28,20,reinforcement_select_name
263,2330+110+120+100-257,399,28,20,arenaPt_select_name

362,2190+110+120+100-257,200,80,0,reinforcement_select_btn2
362,2290+110+120+100-257,200,80,0,reinforcement_select_btn3

15,1885+500-50+120+200+100-257,600,250,0,rec_option_frame_area
41,1908+500-50+120+200+100-257,600,48,40,rec_option_title
41,1967+500-50+120+200+100-257,561,232,24,rec_option_text
79,2021+500-50+120+200+100-257,200,80,0,rec_option_on_btn
362,2021+500-50+120+200+100-257,200,80,0,rec_option_off_btn

15,2140+500-50+120+200+100-257,600,250,0,reloaddlc_option_frame_area
41,2148+500-50+120+200+100-257,600,48,40,reloaddlc_option_title
41,2197+500-50+120+200+100-257,561,250,24,reloaddlc_option_text
79,2275+500-50+120+200+100-257,200,80,0,reloaddlc_option_btn
362,2275+500-50+120+200+100-257,200,80,0,reloadmst_option_btn

15,2142+250+500-50+120+200+100-257,600,250,0,simplifieddlc_option_frame_area
41,2150+250+500-50+120+200+100-257,600,48,40,simplifieddlc_option_title
41,2199+250+500-50+120+200+100-257,561,250,24,simplifieddlc_option_text
79,2277+250+500-50+120+200+100-257,200,80,0,simplifieddlc_option_on_btn
362,2277+250+500-50+120+200+100-257,200,80,0,simplifieddlc_option_off_btn

15,1628+764+250+500-50+120+200+100-257,600,305,0,transfer_option_frame_area
41,1651+764+250+500-50+120+200+100-257,399,48,40,transfer_option_title
41,1699+764+250+500-50+120+200+100-257,561,71,24,transfer_option_text
79,1795+764+250+500-50+120+200+100-257,200,80,0,issue_btn
362,1795+764+250+500-50+120+200+100-257,200,80,0,transfer_btn

15,1940+764+250+500-50+120+200+100-257,600,365,0,bindfb_frame_area
41,1963+764+250+500-50+120+200+100-257,590,48,40,bindfb_title
130,2027+764+250+500-50+120+200+100-257,380,85,24,bindfb_btn
50,2067+764+250+500-50+120+200+100-257,540,240,20,bindfb_text
15,1940+764+250+500-50+120+200+100-257,600,365,0,logout_fb_frame_area
41,1963+764+250+500-50+120+200+100-257,590,48,40,logout_fb_title
130,2027+764+250+500-50+120+200+100-257,380,85,24,logout_fb_btn
50,2067+764+250+500-50+120+200+100-257,540,240,20,logout_fb_text

15,1940+370+764+250+500-50+120+200+100-257,600,365,0,bindapple_frame_area
41,1963+370+764+250+500-50+120+200+100-257,590,48,40,bindapple_title
130,2027+370+764+250+500-50+120+200+100-257,380,85,24,bindapple_btn
50,2067+370+764+250+500-50+120+200+100-257,540,240,20,bindapple_text
15,1940+370+764+250+500-50+120+200+100-257,600,365,0,logout_apple_frame_area
41,1963+370+764+250+500-50+120+200+100-257,590,48,40,logout_apple_title
130,2027+370+764+250+500-50+120+200+100-257,380,85,24,logout_apple_btn
50,2067+370+764+250+500-50+120+200+100-257,540,240,20,logout_apple_text

15,3075+370+250+500-50+120+200+100-257,600,680,0,notif_frame_area
41,3085+370+250+500-50+120+200+100-257,600,48,40,notif_title
41,3055+370+250+500-50+120+200+100-257,561,232,24,notif_text
79,3215+370+250+500-50+120+200+100-257,480,40,32,notif_energy_cap
79,3255+370+250+500-50+120+200+100-257,200,80,0,notif_energy_on_btn
362,3255+370+250+500-50+120+200+100-257,200,80,0,notif_energy_off_btn
79,3345+370+250+500-50+120+200+100-257,480,40,32,notif_daily_task_cap
79,3385+370+250+500-50+120+200+100-257,200,80,0,notif_daily_task_on_btn
362,3385+370+250+500-50+120+200+100-257,200,80,0,notif_daily_task_off_btn
79,3475+370+250+500-50+120+200+100-257,480,40,32,notif_arena_orbs_cap
79,3525+370+250+500-50+120+200+100-257,200,80,0,notif_arena_orbs_on_btn
362,3525+370+250+500-50+120+200+100-257,200,80,0,notif_arena_orbs_off_btn
79,3605+370+250+500-50+120+200+100-257,480,40,32,notif_guild_contrib_cap
79,3655+370+250+500-50+120+200+100-257,200,80,0,notif_guild_contrib_on_btn
362,3655+370+250+500-50+120+200+100-257,200,80,0,notif_guild_contrib_off_btn

15,3077+370+250+500+680-50+120+200+100-257,600,250,0,autobattle_record_option_frame_area
41,3085+370+250+500+680-50+120+200+100-257,600,48,40,autobattle_record_option_title
41,3134+370+250+500+680-50+120+200+100-257,561,250,24,autobattle_record_option_text
79,3213+370+250+500+680-50+120+200+100-257,200,80,0,autobattle_record_option_on_btn
362,3213+370+250+500+680-50+120+200+100-257,200,80,0,autobattle_record_option_off_btn

15,3080+370+1380+250+120+200+100-257,600,250,0,arena_colo_popup_request_option_frame_area
41,3088+370+1380+250+120+200+100-257,600,48,40,arena_colo_popup_request_option_title
41,3137+370+1380+250+120+200+100-257,561,250,24,arena_colo_popup_request_option_text
79,3216+370+1380+250+120+200+100-257,200,80,0,arena_colo_popup_request_option_on_btn
362,3216+370+1380+250+120+200+100-257,200,80,0,arena_colo_popup_request_option_off_btn

15,3085+370+1380+250+250+120+200+100-257,600,250,0,dlc_warning_option_frame_area
41,3093+370+1380+250+250+120+200+100-257,600,48,40,dlc_warning_option_title
41,3142+370+1380+250+250+120+200+100-257,561,250,24,dlc_warning_option_text
79,3221+370+1380+250+250+120+200+100-257,200,80,0,dlc_warning_option_on_btn
362,3221+370+1380+250+250+120+200+100-257,200,80,0,dlc_warning_option_off_btn

15,3090+370+1380+250+500+120+200+100-257,600,250,0,turn_label_option_frame_area
41,3098+370+1380+250+500+120+200+100-257,600,48,40,turn_label_option_title
41,3147+370+1380+250+500+120+200+100-257,561,250,24,turn_label_option_text
79,3226+370+1380+250+500+120+200+100-257,200,80,0,turn_label_option_on_btn
362,3226+370+1380+250+500+120+200+100-257,200,80,0,turn_label_option_off_btn

15,3095+370+1380+250+750+120+200+100-257,600,250,0,show_hp_option_frame_area
41,3103+370+1380+250+750+120+200+100-257,600,48,40,show_hp_option_title
41,3152+370+1380+250+750+120+200+100-257,561,250,24,show_hp_option_text
79,3231+370+1380+250+750+120+200+100-257,200,80,0,show_hp_option_on_btn
362,3231+370+1380+250+750+120+200+100-257,200,80,0,show_hp_option_off_btn

15,3100+370+1380+250+1000+120+200+100-257,600,250,0,show_arena_abp_option_frame_area
41,3108+370+1380+250+1000+120+200+100-257,600,48,40,show_arena_abp_option_title
41,3157+370+1380+250+1000+120+200+100-257,561,250,24,show_arena_abp_option_text
79,3236+370+1380+250+1000+120+200+100-257,200,80,0,show_arena_abp_option_on_btn
362,3236+370+1380+250+1000+120+200+100-257,200,80,0,show_arena_abp_option_off_btn

15,3100+370+1380+250+1255+120+200+100-257,600,275,0,data_collection_option_frame_area
41,3108+370+1380+250+1250+120+200+100-257,600,48,40,data_collection_option_title
41,3157+370+1380+250+1250+120+200+100-257,561,250,24,data_collection_option_text
79,3236+370+1380+250+1295+120+200+100-257,200,80,0,data_collection_option_on_btn
362,3236+370+1380+250+1295+120+200+100-257,200,80,0,data_collection_option_off_btn

15,3105+370+1380+250+1530+120+200+100-257,600,250,0,show_ripple_effect_option_frame_area
41,3113+370+1380+250+1525+120+200+100-257,600,48,40,show_ripple_effect_option_title
41,3162+370+1380+250+1525+120+200+100-257,561,250,24,show_ripple_effect_option_text
79,3242+370+1380+250+1525+120+200+100-257,200,80,0,show_ripple_effect_option_on_btn
362,3242+370+1380+250+1525+120+200+100-257,200,80,0,show_ripple_effect_option_off_btn
